dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,quality,reference,start-date,typology,description,document-types,document-url,documentation-url,local-plan,notes,organisation
local-plan-document,,3800068,2024-10-18,,,East Lindsey Core Strategy and Settlement Proposals DPD Report - Final - May 2018,600001,,local-plan-document,authoritative,east-lindsey-core-strategy-and-settlement-proposals-dpd-report-final-may-2018-east-lindsey-district-council-local-plan-2018,,document,,inspectors-report,https://www.e-lindsey.gov.uk/media/9021/East-Lindsey-Core-Strategy-and-Settlement-Proposals-DPD-Report-Final-May-2018/pdf/East_Lindsey_Core_Strategy_and_Settlement_Proposals_DPD_Report_-_Final_-_May_2018.pdf?m=1525354390860,https://www.e-lindsey.gov.uk/article/8455/Inspectors-Report,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800069,2024-10-18,,,East Lindsey Core Strategy and Settlement Proposals DPD Report - MM Appendix A - Final,600001,,local-plan-document,authoritative,east-lindsey-core-strategy-and-settlement-proposals-dpd-report-mm-appendix-a-final,,document,,inspectors-report,https://www.e-lindsey.gov.uk/media/9022/East-Lindsey-Core-Strategy-and-Settlement-Proposals-DPD-Report-MM-Appendix-A-Final/pdf/East_Lindsey_Core_Strategy_and_Settlement_Proposals_DPD_Report_-_MM_Appendix_A_-_Final.pdf?m=1525354391140,https://www.e-lindsey.gov.uk/article/8455/Inspectors-Report,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800070,2024-10-18,,,East Lindsey Core Strategy and Settlement Proposals DPD Report - MM Appendix B - Final,600001,,local-plan-document,authoritative,east-lindsey-core-strategy-and-settlement-proposals-dpd-report-mm-appendix-b-final,,document,,inspectors-report,https://www.e-lindsey.gov.uk/media/9023/East-Lindsey-Core-Strategy-and-Settlement-Proposals-DPD-Report-MM-Appendix-B-Final/pdf/East_Lindsey_Core_Strategy_and_Settlement_Proposals_DPD_Report_-_MM_Appendix_B_-_Final.pdf?m=1525354391413,https://www.e-lindsey.gov.uk/article/8455/Inspectors-Report,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800071,2024-10-02,,,Core Strategy,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-1,,document,,core-strategy,https://www.e-lindsey.gov.uk/media/9791/Core-Strategy/pdf/Final_Version_of_Core_Strategy_2018.pdf?m=1546595473230,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800072,2024-10-02,,,CD102 Addendum to the Sustainability Appraisal of the East Lindsey Core Strategy,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-10,,document,,sustainability-appraisal,https://www.e-lindsey.gov.uk/media/5985/CD102-Addendum-to-the-Sustainability-Appraisal-of-the-East-Lindsey-Core-Strategy/pdf/CD102_Addendum_to_the_Sustainability_Appraisal_of_the_East_Lindsey_Core_Strategy.pdf?m=1505729487247,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800073,2024-10-02,,,CD102 East Lindsey Settlement Proposals Sustainability Appraisal November 2016 with Non Technical Summary,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-11,,document,,sustainability-appraisal,https://www.e-lindsey.gov.uk/media/5989/CD102-East-Lindsey-Settlement-Proposals-Sustainability-Appraisal-November-2016-with-Non-Technical-Summary/pdf/CD102_East_Lindsey_Settlement_Proposals_Sustainability_Appraisal_November_2016_with_Non_Technical_Su.pdf?m=1505729489143,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800074,2024-10-02,,,CD102 Appendix 1 - Settlement Proposals Site Assessment Forms,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-12,,document,,,https://www.e-lindsey.gov.uk/media/5990/CD102-Appendix-1-Settlement-Proposals-Site-Assessment-Forms/pdf/CD102_Appendix_1_-_Settlement_Proposals_Site_Assessment_Forms.pdf?m=1505729489720,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800075,2024-10-02,,,"CD102 Appendix 2 - Cumulative, Synergistic and Indirect Effects Table",600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-13,,document,,,https://www.e-lindsey.gov.uk/media/5991/CD102-Appendix-2-Cumulative-Synergistic-and-Indirect-Effects-Table/pdf/CD102_Appendix_2_-_Cumulative__Synergistic_and_Indirect_Effects_Table.pdf?m=1505729490323,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800076,2024-10-02,,,CD102 Appendix 3 - Gypsy and Traveller Sites,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-14,,document,,,https://www.e-lindsey.gov.uk/media/6248/CD102-Appendix-3-Gypsy-and-Traveller-Sites/pdf/CD102_Appendix_3_-_Gypsy_and_Traveller_Sites.pdf?m=1506598402013,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800077,2024-10-02,,,Additional Modifications,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-15,,document,,,https://www.e-lindsey.gov.uk/media/9939/Additional-Modifications/pdf/Additional_Modifications.pdf?m=1533116019953,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800078,2024-10-02,,,Schedule of Proposed Main Modifications to the Core Strategy Draft Local Plan (2017),600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-16,,document,,,https://www.e-lindsey.gov.uk/media/7732/Schedule-of-Proposed-Main-Modifications-to-the-Core-Strategy-Draft-Local-Plan-2017-ED056/pdf/ED056_Main_Mods_table_Core_Strategy_Version_5.pdf?m=1612263191610,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800079,2024-10-02,,,Schedule of Proposed Main Modifications to the Settlement Proposals DPD Draft Local Plan (2017),600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-17,,document,,,https://www.e-lindsey.gov.uk/media/7733/Schedule-of-Proposed-Main-Modifications-to-the-Settlement-Proposals-DPD-Draft-Local-Plan-2017-ED057/pdf/ED057_Main_Mods_table_SP_DPD_Revised_Version_2018.pdf?m=1612263203067,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800080,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-18,,document,,adoption-statement,https://www.e-lindsey.gov.uk/media/9940/Adoption-Statement/pdf/Adoption_Statement.pdf?m=1533116020207,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800081,2024-10-02,,,East Lindsey Settlement Proposals Development Plan Document,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-2,,document,,local-plan,https://www.e-lindsey.gov.uk/media/15269/Adopted-Settlement-Proposals/pdf/AdoptedSettlementProposalsDocument.pdf?m=1579873492493,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800082,2024-10-02,,,Settlement Proposals Pt1 Alford to Legbourne,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-3,,document,,site-allocations,https://www.e-lindsey.gov.uk/media/9792/Settlement-Proposals-Pt1-Alford-to-Legbourne/pdf/Settlement_Proposals_Pt1_Alford_to_Legbourne.pdf?m=1532335698627,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800083,2024-10-02,,,Settlement Proposals Pt2 Louth to Wragby,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-4,,document,,site-allocations,https://www.e-lindsey.gov.uk/media/9793/Settlement-Proposals-Pt2-Louth-to-Wragby/pdf/Settlement_Proposals_Pt2_Louth_to_Wragby.pdf?m=1532335699247,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800084,2024-10-02,,,Settlement Proposals Pt3 Coastal Settlements,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-5,,document,,site-allocations,https://www.e-lindsey.gov.uk/media/9794/Settlement-Proposals-Pt3-Coastal-Settlements/pdf/Settlement_Proposals_Pt3_Coastal_Settlements.pdf?m=1532335699927,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800085,2024-10-02,,,Single Plot Exceptions - Feb 17,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-6,,document,,site-allocations,https://www.e-lindsey.gov.uk/media/10163/Single-Plot-Exceptions-Feb-17/pdf/Single_Plot_Brochure_A4_amendments_2017_v3_correct1.pdf?m=1546595439477,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800086,2024-10-02,,,CD102 East Lindsey Core Strategy Sustainability Appraisal November 2016 with Non Technical Summary,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-7,,document,,sustainability-appraisal,https://www.e-lindsey.gov.uk/media/5024/CD102-East-Lindsey-Core-Strategy-Sustainability-Appraisal-November-2016-with-Non-Technical-Summary/pdf/Cd102_East_Lindsey_Core_Strategy_Sustainability_Appraisal_November_2016_with_Non_Technical_Summary.pdf?m=1503583849553,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800087,2024-10-02,,,CD102 Appendix 1 - Vision and Strategic Actions Appraisal,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-8,,document,,,https://www.e-lindsey.gov.uk/media/5022/CD102-Appendix-1-Vision-and-Strategic-Actions-Appraisal/pdf/CD102_Appendix_1_-_Vision_and_Strategic_Actions_Appraisal.pdf?m=1503583681797,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800088,2024-10-02,,,CD102 Appendix 2 - Policy appraisal sheets of changes as a result of consultation,600001,,local-plan-document,authoritative,east-lindsey-district-council-local-plan-2018-9,,document,,,https://www.e-lindsey.gov.uk/media/5987/CD102-Appendix-2-Policy-appraisal-sheets-of-changes-as-a-result-of-consultation/pdf/CD102_Appendix_2_-_Policy_appraisal_sheets_of_changes_as_a_result_of_consultation.pdf?m=1505729488030,https://www.e-lindsey.gov.uk/article/8934/Adopted-Local-Plan-2018,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800089,2024-10-18,,,Inspectors Final Report,600001,,local-plan-document,authoritative,inspectors-final-report,,document,,inspectors-report,https://www.e-lindsey.gov.uk/media/9024/Inspectors-Final-Report/pdf/Inspectors_Final_Report.pdf?m=1525354391803,https://www.e-lindsey.gov.uk/article/8455/Inspectors-Report,east-lindsey-district-council-local-plan-2018,,
local-plan-document,,3800090,2024-11-25,,,Local Development Scheme,600001,,local-plan-document,authoritative,local-development-scheme,,document,Local development scheme published in December 2023,local-development-scheme,https://www.cannockchasedc.gov.uk/sites/default/files/document-library/Local%20Development%20Scheme%202024.pdf,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/local-development-scheme,cannock-chase-district-local-plan,,
local-plan-document,,3800091,2024-10-16,,,Local Plan 2031 Adopted Policies Map Abingdon-on-Thames and Oxford Fringe Sub-Area,600001,,local-plan-document,authoritative,local-plan-2031-adopted-policies-map-abingdon-on-thames-and-oxford-fringe-sub-area,,document,,policies-map,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-abingdon-north-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800092,2024-10-16,,,Local Plan 2031 Adopted Policies Map South-East Vale Sub-Area,600001,,local-plan-document,authoritative,local-plan-2031-adopted-policies-map-south-east-vale-sub-area,,document,,policies-map,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-east-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800093,2024-10-16,,,Local Plan 2031 Adopted Policies Map Western Vale Sub Area,600001,,local-plan-document,authoritative,local-plan-2031-adopted-policies-map-western-vale-sub-area,,document,,policies-map,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Adopted-October-2019-constraint-sub-area-western-v3.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800094,2024-10-16,,,Local Plan 2031 Part 1 - Adoption Statement,600001,,local-plan-document,authoritative,local-plan-2031-part-1-adoption-statement,,document,,adoption-statement,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2019/07/Local-Plan-2031-Part-1-Adoption-Statement-LPP1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800095,2024-10-16,,,Local Plan 2031 Part 1 Review,600001,,local-plan-document,authoritative,local-plan-2031-part-1-review,,document,,,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2021/12/Local-Plan-Part-1-Review-Dec-2021..pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800096,2024-10-16,,,Local Plan 2031 Part 1: Strategic Sites and Policies,600001,,local-plan-document,authoritative,local-plan-2031-part-1-strategic-sites-and-policies,,document,,local-plan,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Local-Plan-2031-Part-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800097,2024-10-16,,,Local Plan 2031 Part 1: Strategic Sites and Policies Appendices,600001,,local-plan-document,authoritative,local-plan-2031-part-1-strategic-sites-and-policies-appendices,,document,,local-plan,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/Local-Plan-2031-Part-1-Appendicies.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800098,2024-10-16,,,Local Plan 2031 Part 1 - Sustainability Appraisal Adoption Statement,600001,,local-plan-document,authoritative,local-plan-2031-part-1-sustainability-appraisal-adoption-statement,,document,,adoption-statement,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2019/07/Vale-LPP1-SA-Adoption-Statement-161206-LPP1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800099,2024-10-16,,,Local Plan 2031 Part 2 - Adoption Statement,600001,,local-plan-document,authoritative,local-plan-2031-part-2-adoption-statement,,document,,adoption-statement,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/2019-10-10-VoWH-Adoption-Statement-FINAL_0-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800100,2024-10-16,,,Local Plan 2031 Part 2: Detailed Policies and Additional Sites,600001,,local-plan-document,authoritative,local-plan-2031-part-2-detailed-policies-and-additional-sites,,document,,local-plan,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2021/03/VOWHDC-Master-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800101,2024-10-16,,,Local Plan 2031 Part 2 Review,600001,,local-plan-document,authoritative,local-plan-2031-part-2-review,,document,,,https://democratic.whitehorsedc.gov.uk/documents/s61489/LPP2%20Cabinet%20Report%20Final.pdf#page=9,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800102,2024-10-16,,,Local Plan 2031 Part 2: Strategic Sites and Policies Appendices,600001,,local-plan-document,authoritative,local-plan-2031-part-2-strategic-sites-and-policies-appendices,,document,,local-plan,https://data.whitehorsedc.gov.uk/java/support/dynamic_serve.jsp?ID=1173080763&CODE=481ECD6ACC86E6C4A6FE38F6391274B7,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800103,2024-10-16,,,Local Plan 2031 Part 2 - Sustainability Appraisal Adoption Statement,600001,,local-plan-document,authoritative,local-plan-2031-part-2-sustainability-appraisal-adoption-statement,,document,,adoption-statement,https://www.whitehorsedc.gov.uk/wp-content/uploads/sites/3/2020/10/VoWH-LPP2-Sustainability-Appraisal-Adoption-Statement-191025-1.pdf,https://www.whitehorsedc.gov.uk/vale-of-white-horse-district-council/planning-and-development/local-plan-and-planning-policies/local-plan-2031/,vale-of-white-horse-district-council-local-plan-2016,,
local-plan-document,,3800104,2024-10-02,,,Adoption Statement,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-1,,document,,adoption-statement,https://www.scambs.gov.uk/media/17751/south-cambridgeshire-local-plan-2018-adoption-statement.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800105,2024-10-02,,,Errata to South Cambridgeshire Local Plan (2018),600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-16,,document,,local-plan,https://www.scambs.gov.uk/media/17817/errata-to-south-cambridgeshire-local-plan-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800106,2024-10-02,,,Policy Review of the Adopted Local Plans for Greater Cambridge (June 2023),600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-17,,document,,local-plan-review,https://www.greatercambridgeplanning.org/media/2801/greater-cambridge-5-year-review-of-adopted-local-plan-policies.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800107,2024-10-02,,,Inspectors Report,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-18,,document,,inspectors-report,https://www.scambs.gov.uk/media/17450/scdc-local-plan-final-report-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800108,2024-10-02,,,Schedule of Main Modifications,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-19,,document,,,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800109,2024-10-02,,,South Cambridgeshire Local Plan,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-2,,document,,local-plan,https://www.scambs.gov.uk/media/17793/south-cambridgeshire-adopted-local-plan-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800110,2024-10-02,,,Appendix 1 of the Inspectors Report,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-21,,document,,inspectors-report,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800111,2024-10-02,,,Additional Modifications,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-22,,document,,,https://www.scambs.gov.uk/media/12566/schedule-of-additional-mods-sept-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800112,2024-10-02,,,Schedule of Main Modifications,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-26,,document,,,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800113,2024-10-02,,,Errata to South Cambridgeshire Local Plan (2018),600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-3,,document,,local-plan,https://www.scambs.gov.uk/media/18045/errata-to-south-cambridgeshire-local-plan-2018-oct-2019-amendments.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800114,2024-10-02,,,Schedule of Additional Modifications,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-38,,document,,,https://www.scambs.gov.uk/media/17748/schedule-of-additional-modification-sept-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800115,2024-10-02,,,Sustainability Appraisal Adoption Statement,600001,,local-plan-document,authoritative,south-cambridgeshire-district-council-local-plan-2018-39,,document,,adoption-statement;sustainability-appraisal,https://www.scambs.gov.uk/media/12567/r1700002275_-south-cambridgeshire-sa-adoption-statement.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,south-cambridgeshire-district-council-local-plan-2018,,
local-plan-document,,3800116,2024-10-02,,,Sustainability Appraisal Post Adoption Statement September 2020,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-10,,document,,sustainability-apprasial,https://www.staffsmoorlands.gov.uk/media/6163/SA-Post-Adoption-Statement---Final/pdf/SA_Post_Adoption_Statement_-_Final.pdf?m=1601645143143,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800117,2024-10-02,,,Sustainability Appraisal Submission Version February 2018,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-11,,document,,sustainability-apprasial,https://www.staffsmoorlands.gov.uk/media/6164/SA-Report-05.02.18/pdf/SA_Report_05.02.18.pdf?m=1601645143383,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800118,2024-10-02,,,Sustainability Appraisal of the Staffordshire Moorlands Local Plan Proposed Main Modifications,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-12,,document,,sustainability-apprasial,https://www.staffsmoorlands.gov.uk/media/6166/Sustainability-Appraisal-of-main-modifications/pdf/Sustainability_Appraisal_of_main_modifications.pdf?m=1601645143877,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800119,2024-10-02,,,Staffordshire Moorlands Local Plan,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-2,,document,,local-plan,https://www.staffsmoorlands.gov.uk/media/6155/Adopted-Local-Plan/pdf/Adopted_Local_Plan.pdf?m=1601645140880,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800120,2024-10-02,,,Adoption statement,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-3,,document,,adoption-statement,https://www.staffsmoorlands.gov.uk/media/6156/adoption-statement/pdf/adoption_statement.pdf?m=1601645141177,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800121,2024-10-02,,,Inspector's final report,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-4,,document,,inspectors-report,https://www.staffsmoorlands.gov.uk/media/6161/Inspectors-final-report/pdf/Inspectors_final_report.pdf?m=1601645142637,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800122,2024-10-02,,,Annex to Inspector's report - schedule of main modifications,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-5,,document,,inspectors-report,https://www.staffsmoorlands.gov.uk/media/6157/Annex-to-Inspectors-report---schedule-of-main-modifications/pdf/Annex_to_Inspectors_report_-_schedule_of_main_modifications.pdf?m=1601645141410,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800123,2024-10-02,,,Appendix 2 SA report Biddulph options June 2019,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-6,,document,,sustainability-apprasial,https://www.staffsmoorlands.gov.uk/media/6158/Appendix-2-SA-report-Biddulph-options-June-2019/pdf/Appendix_2_SA_report_Biddulph_options_June_2019.pdf?m=1601645141647,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800124,2024-10-02,,,Equalities Impact Assessment,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-7,,document,,,https://www.staffsmoorlands.gov.uk/media/6159/Equalities-Impact-Assessment/pdf/Equalities_Impact_Assessment.pdf?m=1601645142040,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
local-plan-document,,3800125,2024-10-02,,,Further Additional Modifications September 2020,600001,,local-plan-document,authoritative,staffordshire-moorlands-district-council-local-plan-2014-8,,document,,,https://www.staffsmoorlands.gov.uk/media/6160/Further-AMs/pdf/Further_AMs.pdf?m=1601645142390,https://www.staffsmoorlands.gov.uk/localplan,staffordshire-moorlands-district-council-local-plan-2014,,
