dataset,entity-minimum,entity-maximum,organisation
local-plan,4220795,4220795,local-authority:HCK
local-plan,4220796,4220796,local-authority:HMF
local-plan,4220797,4220797,local-authority:HRY
local-plan,4220798,4220798,local-authority:HRW
local-plan,4220799,4220799,local-authority:HAV
local-plan,4220800,4220800,local-authority:HIL
local-plan,4220801,4220801,local-authority:HNS
local-plan,4220802,4220802,local-authority:ISL
local-plan,4220803,4220803,local-authority:LBH
local-plan,4220804,4220804,local-authority:LEW
local-plan,4220805,4220805,local-authority:MRT
local-plan,4220806,4220806,local-authority:NWM
local-plan,4220807,4220807,local-authority:RDB
local-plan,4220808,4220808,local-authority:RIC
local-plan,4220809,4220809,local-authority:SWK
local-plan,4220810,4220810,local-authority:STN
local-plan,4220811,4220811,local-authority:TWH
local-plan,4220812,4220812,local-authority:WFT
local-plan,4220813,4220813,local-authority:WND
local-plan,4220814,4220814,local-authority:LUT
local-plan,4220815,4220815,local-authority:MAI
local-plan,4220816,4220816,local-authority:MAL
local-plan,4220817,4220817,local-authority:MAV
local-plan,4220818,4220818,local-authority:MAN
local-plan,4220819,4220819,local-authority:MAS
local-plan,4220820,4220820,local-authority:MDW
local-plan,4220821,4220821,local-authority:MEL
local-plan,4220822,4220822,local-authority:MDE
local-plan,4220823,4220823,local-authority:MSU
local-plan,4220824,4220824,local-authority:MSS
local-plan,4220825,4220825,local-authority:MDB
local-plan,4220826,4220826,development-corporation:Q117149370
local-plan,4220827,4220827,local-authority:MIK
local-plan,4220828,4220828,local-authority:MOL
local-plan,4220829,4220829,local-authority:NEW
local-plan,4220830,4220830,national-park-authority:Q72617158
local-plan,4220831,4220831,local-authority:NEA
local-plan,4220832,4220832,local-authority:NET
local-plan,4220833,4220833,local-authority:NEC
local-plan,4220834,4220834,local-authority:NDE
local-plan,4220835,4220835,local-authority:NED
local-plan,4220836,4220836,local-authority:NEL
local-plan,4220837,4220837,local-authority:NHE
local-plan,4220838,4220838,local-authority:NKE
local-plan,4220839,4220839,local-authority:NLN
local-plan,4220840,4220840,local-authority:NNO
local-plan,4220841,4220841,local-authority:NNUA
local-plan,4220842,4220842,local-authority:NSM
local-plan,4220843,4220843,local-authority:NTY
local-plan,4220844,4220844,local-authority:NWA
local-plan,4220845,4220845,local-authority:NWL
local-plan,4220846,4220846,national-park-authority:Q72617669
local-plan,4220847,4220847,local-authority:NYUA
local-plan,4220848,4220848,local-authority:NBL
local-plan,4220849,4220849,national-park-authority:Q72617890
local-plan,4220850,4220850,local-authority:NOW
local-plan,4220851,4220851,local-authority:NGM
local-plan,4220852,4220852,local-authority:NUN
local-plan,4220853,4220853,local-authority:OAD
local-plan,4220854,4220854,development-corporation:Q20648596
local-plan,4220855,4220855,local-authority:OLD
local-plan,4220856,4220856,local-authority:OXO
local-plan,4220857,4220857,national-park-authority:Q72617988
local-plan,4220858,4220858,local-authority:PEN
local-plan,4220859,4220859,local-authority:PTE
local-plan,4220860,4220860,local-authority:PLY
local-plan,4220861,4220861,local-authority:POR
local-plan,4220862,4220862,local-authority:PRE
local-plan,4220863,4220863,local-authority:RDG
local-plan,4220864,4220864,local-authority:RCC
local-plan,4220865,4220865,local-authority:RED
local-plan,4220866,4220866,local-authority:REI
local-plan,4220867,4220867,local-authority:RIB
local-plan,4220868,4220868,local-authority:RCH
local-plan,4220869,4220869,local-authority:ROC
local-plan,4220870,4220870,local-authority:ROS
local-plan,4220871,4220871,local-authority:ROH
local-plan,4220872,4220872,local-authority:ROT
local-plan,4220873,4220873,local-authority:GRE
local-plan,4220874,4220874,local-authority:KEC
local-plan,4220875,4220875,local-authority:KTT
local-plan,4220876,4220876,local-authority:WNM
local-plan,4220877,4220877,local-authority:RUG
local-plan,4220878,4220878,local-authority:RUN
local-plan,4220879,4220879,local-authority:RUS
local-plan,4220880,4220880,local-authority:RUH
local-plan,4220881,4220881,local-authority:RUT
local-plan,4220882,4220882,local-authority:SLF
local-plan,4220883,4220883,local-authority:SAW
local-plan,4220884,4220884,local-authority:SFT
local-plan,4220885,4220885,local-authority:SEV
local-plan,4220886,4220886,local-authority:SHF
local-plan,4220887,4220887,local-authority:SHR
local-plan,4220888,4220888,local-authority:SLG
local-plan,4220889,4220889,local-authority:SOL
local-plan,4220890,4220890,local-authority:SUA
local-plan,4220891,4220891,local-authority:SCA
local-plan,4220892,4220892,local-authority:SDE
local-plan,4220893,4220893,national-park-authority:Q20198711
local-plan,4220894,4220894,local-authority:SGC
local-plan,4220895,4220895,local-authority:SHA
local-plan,4220896,4220896,local-authority:SHO
local-plan,4220897,4220897,local-authority:SKE
local-plan,4220898,4220898,local-authority:SNO
local-plan,4220899,4220899,local-authority:SOX
local-plan,4220900,4220900,local-authority:SRI
local-plan,4220901,4220901,local-authority:SST
local-plan,4220902,4220902,development-corporation:Q72456968
local-plan,4220903,4220903,local-authority:STY
local-plan,4220904,4220904,local-authority:STH
local-plan,4220905,4220905,local-authority:SOS
local-plan,4220906,4220906,local-authority:SPE
local-plan,4220907,4220907,local-authority:SAL
local-plan,4220908,4220908,local-authority:SHN
local-plan,4220909,4220909,local-authority:STA
local-plan,4220910,4220910,local-authority:STF
local-plan,4220911,4220911,local-authority:STV
local-plan,4220912,4220912,local-authority:SKP
local-plan,4220913,4220913,local-authority:STT
local-plan,4220914,4220914,local-authority:STE
local-plan,4220915,4220915,local-authority:STR
local-plan,4220916,4220916,local-authority:STO
local-plan,4220917,4220917,local-authority:SND
local-plan,4220918,4220918,local-authority:SUR
local-plan,4220919,4220919,local-authority:SWL
local-plan,4220920,4220920,local-authority:SWD
local-plan,4220921,4220921,local-authority:TAM
local-plan,4220922,4220922,local-authority:TAW
local-plan,4220923,4220923,local-authority:TAN
local-plan,4220924,4220924,local-authority:TEI
local-plan,4220925,4220925,local-authority:TFW
local-plan,4220926,4220926,local-authority:TEN
local-plan,4220927,4220927,local-authority:TES
local-plan,4220928,4220928,local-authority:TEW
local-plan,4220929,4220929,local-authority:THA
local-plan,4220930,4220930,local-authority:THE
local-plan,4220931,4220931,local-authority:THR
local-plan,4220932,4220932,local-authority:TON
local-plan,4220933,4220933,local-authority:TOB
local-plan,4220934,4220934,local-authority:TOR
local-plan,4220935,4220935,local-authority:TRF
local-plan,4220936,4220936,local-authority:TUN
local-plan,4220937,4220937,local-authority:UTT
local-plan,4220938,4220938,local-authority:VAL
local-plan,4220939,4220939,local-authority:WKF
local-plan,4220940,4220940,local-authority:WLL
local-plan,4220941,4220941,local-authority:WRT
local-plan,4220942,4220942,local-authority:WAW
local-plan,4220943,4220943,local-authority:WAT
local-plan,4220944,4220944,local-authority:WAE
local-plan,4220945,4220945,local-authority:WEA
local-plan,4220946,4220946,local-authority:WEW
local-plan,4220947,4220947,local-authority:WBK
local-plan,4220948,4220948,local-authority:WDE
local-plan,4220949,4220949,local-authority:WLA
local-plan,4220950,4220950,local-authority:WLI
local-plan,4220951,4220951,local-authority:WNUA
local-plan,4220952,4220952,local-authority:WOX
local-plan,4220953,4220953,local-authority:WSK
local-plan,4220954,4220954,local-authority:WFUA
local-plan,4220955,4220955,local-authority:WGN
local-plan,4220956,4220956,local-authority:WIL
local-plan,4220957,4220957,local-authority:WIN
local-plan,4220958,4220958,local-authority:WRL
local-plan,4220959,4220959,local-authority:WOI
local-plan,4220960,4220960,local-authority:WOK
local-plan,4220961,4220961,local-authority:WOC
local-plan,4220962,4220962,local-authority:WOT
local-plan,4220963,4220963,local-authority:WYC
local-plan,4220964,4220964,local-authority:WYR
local-plan,4220965,4220965,local-authority:WYE
local-plan,4220966,4220966,national-park-authority:Q27178932
