dataset,entity-minimum,entity-maximum,organisation
development-plan-timetable,5106720,5106742,local-authority:WFT
development-plan-timetable,5106743,5106765,local-authority:WND
development-plan-timetable,5106766,5106788,local-authority:LUT
development-plan-timetable,5106789,5106811,local-authority:MAI
development-plan-timetable,5106812,5106834,local-authority:MAL
development-plan-timetable,5102077,5102101,local-authority:MAV
development-plan-timetable,5106835,5106857,local-authority:MAN
development-plan-timetable,5106858,5106880,local-authority:MAS
development-plan-timetable,5106881,5106903,local-authority:MDW
development-plan-timetable,5106904,5106926,local-authority:MEL
development-plan-timetable,5106927,5106949,local-authority:MDE
development-plan-timetable,5106950,5106972,local-authority:MSU
development-plan-timetable,5106973,5106995,local-authority:MSS
development-plan-timetable,5106996,5107018,local-authority:MDB
development-plan-timetable,5107019,5107041,development-corporation:Q117149370
development-plan-timetable,5107042,5107064,local-authority:MIK
development-plan-timetable,5107065,5107087,local-authority:MOL
development-plan-timetable,5107088,5107110,local-authority:NEW
development-plan-timetable,5107111,5107133,national-park-authority:Q72617158
development-plan-timetable,5107134,5107156,local-authority:NEA
development-plan-timetable,5107157,5107179,local-authority:NET
development-plan-timetable,5102102,5102126,local-authority:NEC
development-plan-timetable,5107180,5107202,local-authority:NDE
development-plan-timetable,5107203,5107225,local-authority:NED
development-plan-timetable,5107226,5107248,local-authority:NEL
development-plan-timetable,5107249,5107271,local-authority:NHE
development-plan-timetable,5107272,5107294,local-authority:NKE
development-plan-timetable,5107295,5107317,local-authority:NLN
development-plan-timetable,5102127,5102151,local-authority:NNO
development-plan-timetable,5107318,5107340,local-authority:NNUA
development-plan-timetable,5107341,5107363,local-authority:NSM
development-plan-timetable,5107364,5107386,local-authority:NTY
development-plan-timetable,5107387,5107409,local-authority:NWA
development-plan-timetable,5107410,5107432,local-authority:NWL
development-plan-timetable,5107433,5107455,national-park-authority:Q72617669
development-plan-timetable,5107456,5107478,local-authority:NYUA
development-plan-timetable,5107479,5107501,local-authority:NBL
development-plan-timetable,5107502,5107524,national-park-authority:Q72617890
development-plan-timetable,5107525,5107547,local-authority:NOW
development-plan-timetable,5107548,5107570,local-authority:NGM
development-plan-timetable,5102152,5102176,local-authority:NUN
development-plan-timetable,5107571,5107593,local-authority:OAD
development-plan-timetable,5107594,5107616,development-corporation:Q20648596
development-plan-timetable,5107617,5107639,local-authority:OLD
development-plan-timetable,5107640,5107662,local-authority:OXO
development-plan-timetable,5107663,5107685,national-park-authority:Q72617988
development-plan-timetable,5102177,5102201,local-authority:PEN
development-plan-timetable,5107686,5107708,local-authority:PTE
development-plan-timetable,5107709,5107731,local-authority:PLY
development-plan-timetable,5107732,5107754,local-authority:POR
development-plan-timetable,5107755,5107777,local-authority:PRE
development-plan-timetable,5107778,5107800,local-authority:RDG
development-plan-timetable,5107801,5107823,local-authority:RCC
development-plan-timetable,5107824,5107846,local-authority:RED
development-plan-timetable,5107847,5107869,local-authority:REI
development-plan-timetable,5107870,5107892,local-authority:RIB
development-plan-timetable,5107893,5107915,local-authority:RCH
development-plan-timetable,5107916,5107938,local-authority:ROC
development-plan-timetable,5107939,5107961,local-authority:ROS
development-plan-timetable,5107962,5107984,local-authority:ROH
development-plan-timetable,5107985,5108007,local-authority:ROT
development-plan-timetable,5108008,5108030,local-authority:GRE
development-plan-timetable,5108031,5108053,local-authority:KEC
development-plan-timetable,5108054,5108076,local-authority:KTT
development-plan-timetable,5108077,5108099,local-authority:WNM
development-plan-timetable,5108100,5108122,local-authority:RUG
development-plan-timetable,5108123,5108145,local-authority:RUN
development-plan-timetable,5108146,5108168,local-authority:RUS
development-plan-timetable,5108169,5108191,local-authority:RUH
development-plan-timetable,5102202,5102226,local-authority:RUT
development-plan-timetable,5108192,5108214,local-authority:SLF
development-plan-timetable,5102227,5102251,local-authority:SAW
development-plan-timetable,5108215,5108237,local-authority:SFT
development-plan-timetable,5108238,5108260,local-authority:SEV
development-plan-timetable,5108261,5108283,local-authority:SHF
development-plan-timetable,5108284,5108306,local-authority:SHR
development-plan-timetable,5108307,5108329,local-authority:SLG
development-plan-timetable,5108330,5108352,local-authority:SOL
development-plan-timetable,5108353,5108375,local-authority:SUA
development-plan-timetable,5108376,5108398,local-authority:SCA
development-plan-timetable,5108399,5108421,local-authority:SDE
development-plan-timetable,5108422,5108444,national-park-authority:Q20198711
development-plan-timetable,5108445,5108467,local-authority:SGC
development-plan-timetable,5108468,5108490,local-authority:SHA
development-plan-timetable,5108491,5108513,local-authority:SHO
development-plan-timetable,5108514,5108536,local-authority:SKE
development-plan-timetable,5108537,5108559,local-authority:SNO
development-plan-timetable,5102252,5102276,local-authority:SOX
development-plan-timetable,5108560,5108582,local-authority:SRI
development-plan-timetable,5102277,5102301,local-authority:SST
development-plan-timetable,5108583,5108605,development-corporation:Q72456968
development-plan-timetable,5102302,5102326,local-authority:STY
development-plan-timetable,5108606,5108628,local-authority:STH
development-plan-timetable,5108629,5108651,local-authority:SOS
development-plan-timetable,5102327,5102351,local-authority:SPE
development-plan-timetable,5102352,5102376,local-authority:SAL
development-plan-timetable,5108652,5108674,local-authority:SHN
development-plan-timetable,5108675,5108697,local-authority:STA
development-plan-timetable,5108698,5108720,local-authority:STF
development-plan-timetable,5108721,5108743,local-authority:STV
development-plan-timetable,5108744,5108766,local-authority:SKP
development-plan-timetable,5108767,5108789,local-authority:STT
development-plan-timetable,5108790,5108812,local-authority:STE
development-plan-timetable,5108813,5108835,local-authority:STR
development-plan-timetable,5102377,5102401,local-authority:STO
development-plan-timetable,5108836,5108858,local-authority:SND
development-plan-timetable,5102402,5102426,local-authority:SUR
development-plan-timetable,5108859,5108881,local-authority:SWL
development-plan-timetable,5108882,5108904,local-authority:SWD
development-plan-timetable,5108905,5108927,local-authority:TAM
development-plan-timetable,5108928,5108950,local-authority:TAW
development-plan-timetable,5108951,5108973,local-authority:TAN
development-plan-timetable,5102427,5102451,local-authority:TEI
development-plan-timetable,5108974,5108996,local-authority:TFW
development-plan-timetable,5108997,5109019,local-authority:TEN
development-plan-timetable,5109020,5109042,local-authority:TES
development-plan-timetable,5109043,5109065,local-authority:TEW
development-plan-timetable,5109066,5109088,local-authority:THA
development-plan-timetable,5109089,5109111,local-authority:THE
development-plan-timetable,5109112,5109134,local-authority:THR
development-plan-timetable,5109135,5109157,local-authority:TON
development-plan-timetable,5109158,5109180,local-authority:TOB
development-plan-timetable,5109181,5109203,local-authority:TOR
development-plan-timetable,5109204,5109226,local-authority:TRF
development-plan-timetable,5102452,5102476,local-authority:TUN
development-plan-timetable,5109227,5109249,local-authority:UTT
development-plan-timetable,5102477,5102501,local-authority:VAL
development-plan-timetable,5109250,5109272,local-authority:WKF
development-plan-timetable,5109273,5109295,local-authority:WLL
development-plan-timetable,5109296,5109318,local-authority:WRT
development-plan-timetable,5109319,5109341,local-authority:WAW
development-plan-timetable,5109342,5109364,local-authority:WAT
development-plan-timetable,5109365,5109387,local-authority:WAE
development-plan-timetable,5109388,5109410,local-authority:WEA
development-plan-timetable,5109411,5109433,local-authority:WEW
development-plan-timetable,5102502,5102526,local-authority:WBK
development-plan-timetable,5109434,5109456,local-authority:WDE
development-plan-timetable,5109457,5109479,local-authority:WLA
development-plan-timetable,5109480,5109502,local-authority:WLI
development-plan-timetable,5109503,5109525,local-authority:WNUA
development-plan-timetable,5109526,5109548,local-authority:WOX
development-plan-timetable,5109549,5109571,local-authority:WSK
development-plan-timetable,5109572,5109594,local-authority:WFUA
development-plan-timetable,5109595,5109617,local-authority:WGN
development-plan-timetable,5102527,5102551,local-authority:WIL
development-plan-timetable,5102552,5102576,local-authority:WIN
development-plan-timetable,5102577,5102601,local-authority:WRL
development-plan-timetable,5109618,5109640,local-authority:WOI
development-plan-timetable,5102602,5102626,local-authority:WOK
development-plan-timetable,5102652,5102676,local-authority:WOC
development-plan-timetable,5109641,5109663,local-authority:WOT
development-plan-timetable,5102677,5102701,local-authority:WYC
development-plan-timetable,5109664,5109686,local-authority:WYR
development-plan-timetable,5109687,5109709,local-authority:WYE
development-plan-timetable,5109710,5109732,national-park-authority:Q27178932
